file,start_time,end_time,confidence,scientific_name,primary_label
H79_20230515_102500.ogg,24.0,27.0,0.4695410430431366,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,30.0,33.0,0.11548756062984467,Leistes militaris,rebbla1
H79_20230515_102500.ogg,33.0,36.0,0.35436955094337463,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,36.0,39.0,0.1796482801437378,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,39.0,42.0,0.6551293730735779,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,42.0,45.0,0.6726812124252319,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,45.0,48.0,0.4935251474380493,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,48.0,51.0,0.8277380466461182,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,51.0,54.0,0.8894303441047668,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,54.0,57.0,0.8790073394775391,Columbina talpacoti,rugdov
H79_20230515_102500.ogg,57.0,60.0,0.941598653793335,Columbina talpacoti,rugdov
H85_20230428_093500.ogg,36.0,39.0,0.1847153902053833,Baryphthengus martii,rufmot1
H11_20230509_151500.ogg,0.0,3.0,0.20427817106246948,Quiscalus lugubris,cargra1
H11_20230509_151500.ogg,24.0,27.0,0.12187611311674118,Pitangus sulphuratus,grekis
H11_20230509_151500.ogg,36.0,39.0,0.24579961597919464,Pitangus sulphuratus,grekis
H20_20230505_062500.ogg,3.0,6.0,0.5386814475059509,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,6.0,9.0,0.23997856676578522,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,6.0,9.0,0.15530730783939362,Leptotila verreauxi,whtdov
H20_20230505_062500.ogg,12.0,15.0,0.579788863658905,Leptotila verreauxi,whtdov
H20_20230505_062500.ogg,15.0,18.0,0.17333093285560608,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,18.0,21.0,0.4806434214115143,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,21.0,24.0,0.8132072687149048,Leptotila verreauxi,whtdov
H20_20230505_062500.ogg,24.0,27.0,0.17432552576065063,Pachyramphus cinnamomeus,cinbec1
H20_20230505_062500.ogg,24.0,27.0,0.11562978476285934,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,30.0,33.0,0.28505995869636536,Leptotila verreauxi,whtdov
H20_20230505_062500.ogg,33.0,36.0,0.4685886800289154,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,36.0,39.0,0.42367127537727356,Leptotila verreauxi,whtdov
H20_20230505_062500.ogg,39.0,42.0,0.170279398560524,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,42.0,45.0,0.4360920488834381,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,45.0,48.0,0.2620914876461029,Leptotila verreauxi,whtdov
H20_20230505_062500.ogg,48.0,51.0,0.17298200726509094,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,51.0,54.0,0.4640643000602722,Leptotila verreauxi,whtdov
H20_20230505_062500.ogg,54.0,57.0,0.5777419209480286,Volatinia jacarina,blbgra1
H20_20230505_062500.ogg,57.0,60.0,0.19554853439331055,Columbina talpacoti,rugdov
H94_20230516_165000.ogg,3.0,6.0,0.41448354721069336,Patagioenas cayennensis,pavpig2
H94_20230516_165000.ogg,6.0,9.0,0.3044452965259552,Pheugopedius fasciatoventris,blbwre1
H94_20230516_165000.ogg,9.0,12.0,0.7707021832466125,Pheugopedius fasciatoventris,blbwre1
H94_20230516_165000.ogg,21.0,24.0,0.21447835862636566,Leptotila verreauxi,whtdov
H94_20230516_165000.ogg,30.0,33.0,0.14563553035259247,Leptotila verreauxi,whtdov
H94_20230516_165000.ogg,42.0,45.0,0.2952600419521332,Leptotila verreauxi,whtdov
H85_20230515_035000.ogg,15.0,18.0,0.46770912408828735,Tolmomyias sulphurescens,yeofly1
H78_20230502_142000.ogg,3.0,6.0,0.8884583711624146,Crypturellus soui,littin1
H78_20230502_142000.ogg,57.0,60.0,0.4974977374076843,Crypturellus soui,littin1
H78_20230426_061500.ogg,33.0,36.0,0.27512064576148987,Amazona ochrocephala,ywcpar
H94_20230519_061500.ogg,0.0,3.0,0.40962928533554077,Patagioenas cayennensis,pavpig2
H94_20230519_061500.ogg,15.0,18.0,0.29897722601890564,Pheugopedius fasciatoventris,blbwre1
H94_20230519_061500.ogg,24.0,27.0,0.23757347464561462,Patagioenas cayennensis,pavpig2
H94_20230519_061500.ogg,27.0,30.0,0.33497491478919983,Patagioenas cayennensis,pavpig2
H94_20230519_061500.ogg,45.0,48.0,0.9586207270622253,Patagioenas cayennensis,pavpig2
H94_20230519_061500.ogg,48.0,51.0,0.45715636014938354,Patagioenas cayennensis,pavpig2
H94_20230502_194500.ogg,0.0,3.0,0.6430819630622864,Megascops choliba,trsowl
H94_20230502_194500.ogg,0.0,3.0,0.27157118916511536,Nyctibius griseus,compot1
H94_20230502_194500.ogg,9.0,12.0,0.828234851360321,Megascops choliba,trsowl
H94_20230502_194500.ogg,15.0,18.0,0.27678367495536804,Megascops choliba,trsowl
H94_20230502_194500.ogg,21.0,24.0,0.7318183183670044,Megascops choliba,trsowl
H94_20230502_194500.ogg,27.0,30.0,0.6674603223800659,Megascops choliba,trsowl
H94_20230502_194500.ogg,30.0,33.0,0.7250061631202698,Megascops choliba,trsowl
H94_20230502_194500.ogg,36.0,39.0,0.695120632648468,Megascops choliba,trsowl
H94_20230502_194500.ogg,48.0,51.0,0.8913523554801941,Megascops choliba,trsowl
H06_20230505_174500.ogg,9.0,12.0,0.18218916654586792,Amazona ochrocephala,ywcpar
H06_20230505_174500.ogg,24.0,27.0,0.37164971232414246,Amazona ochrocephala,ywcpar
H06_20230505_174500.ogg,33.0,36.0,0.5475168824195862,Amazona ochrocephala,ywcpar
H06_20230505_174500.ogg,36.0,39.0,0.6364118456840515,Amazona ochrocephala,ywcpar
H06_20230505_174500.ogg,45.0,48.0,0.11544550210237503,Herpetotheres cachinnans,laufal1
H06_20230505_174500.ogg,48.0,51.0,0.5359567999839783,Amazona ochrocephala,ywcpar
H06_20230505_174500.ogg,51.0,54.0,0.6123886704444885,Amazona ochrocephala,ywcpar
H90_20230513_074500.ogg,15.0,18.0,0.24481061100959778,Sporophila funerea,tbsfin1
H90_20230513_074500.ogg,18.0,21.0,0.1055222749710083,Sporophila funerea,tbsfin1
H90_20230513_074500.ogg,24.0,27.0,0.2681223750114441,Sporophila funerea,tbsfin1
H90_20230513_074500.ogg,27.0,30.0,0.3821125328540802,Sporophila funerea,tbsfin1
H90_20230513_074500.ogg,57.0,60.0,0.485929012298584,Sporophila funerea,tbsfin1
H78_20230517_113000.ogg,57.0,60.0,0.13184311985969543,Campephilus melanoleucos,crcwoo1
H8920_20230426_081500.ogg,21.0,24.0,0.1439824402332306,Poliocrania exsul,chbant1
H8920_20230426_081500.ogg,30.0,33.0,0.12101414799690247,Poliocrania exsul,chbant1
H8920_20230426_081500.ogg,36.0,39.0,0.2337709367275238,Poliocrania exsul,chbant1
H8920_20230426_081500.ogg,42.0,45.0,0.35745474696159363,Galbula ruficauda,rutjac1
H8920_20230426_081500.ogg,51.0,54.0,0.17690150439739227,Poliocrania exsul,chbant1
H07_20230430_122500.ogg,57.0,60.0,0.1090620756149292,Myrmeciza longipes,whbant1
H98_20230501_181000.ogg,0.0,3.0,0.9403563737869263,Tinamus major,gretin1
H98_20230501_181000.ogg,21.0,24.0,0.8899096846580505,Tinamus major,gretin1
H98_20230501_181000.ogg,24.0,27.0,0.9258689880371094,Tinamus major,gretin1
H98_20230501_181000.ogg,27.0,30.0,0.8560342788696289,Tinamus major,gretin1
H98_20230501_181000.ogg,30.0,33.0,0.9702391624450684,Tinamus major,gretin1
H98_20230501_181000.ogg,48.0,51.0,0.10287024080753326,Tinamus major,gretin1
H63_20230511_103000.ogg,12.0,15.0,0.11822659522294998,Manacus manacus,whbman1
H09_20230428_092000.ogg,0.0,3.0,0.19689489901065826,Brotogeris jugularis,orcpar
H09_20230428_092000.ogg,9.0,12.0,0.18181435763835907,Sporophila funerea,tbsfin1
H09_20230428_092000.ogg,18.0,21.0,0.2786332964897156,Todirostrum cinereum,cotfly1
H09_20230428_092000.ogg,21.0,24.0,0.11181074380874634,Todirostrum cinereum,cotfly1
H09_20230428_092000.ogg,54.0,57.0,0.11536519974470139,Todirostrum cinereum,cotfly1
H08_20230423_005000.ogg,12.0,15.0,0.11803359538316727,Pulsatrix perspicillata,speowl1
H08_20230423_005000.ogg,15.0,18.0,0.11919131129980087,Pulsatrix perspicillata,speowl1
H08_20230423_005000.ogg,54.0,57.0,0.11190716922283173,Pulsatrix perspicillata,speowl1
H12_20230424_130000.ogg,0.0,3.0,0.9826587438583374,Xiphorhynchus susurrans,cocwoo1
H12_20230424_130000.ogg,24.0,27.0,0.2241174578666687,Xiphorhynchus susurrans,cocwoo1
H12_20230424_130000.ogg,24.0,27.0,0.14593394100666046,Colaptes punctigula,spbwoo1
H12_20230424_130000.ogg,27.0,30.0,0.980072021484375,Xiphorhynchus susurrans,cocwoo1
H12_20230424_130000.ogg,54.0,57.0,0.9080579280853271,Xiphorhynchus susurrans,cocwoo1
H22_20230421_132000.ogg,3.0,6.0,0.844549834728241,Crotophaga major,greani1
H22_20230421_132000.ogg,6.0,9.0,0.10109377652406693,Crotophaga major,greani1
H22_20230421_132000.ogg,12.0,15.0,0.12716561555862427,Crotophaga major,greani1
H22_20230421_132000.ogg,18.0,21.0,0.35473647713661194,Crotophaga major,greani1
H22_20230421_132000.ogg,21.0,24.0,0.14407563209533691,Crotophaga major,greani1
H22_20230421_132000.ogg,24.0,27.0,0.27263861894607544,Crotophaga major,greani1
H22_20230421_132000.ogg,36.0,39.0,0.266061395406723,Crotophaga major,greani1
H22_20230421_132000.ogg,39.0,42.0,0.6445328593254089,Crotophaga major,greani1
H22_20230421_132000.ogg,45.0,48.0,0.640091061592102,Crotophaga major,greani1
H22_20230421_132000.ogg,51.0,54.0,0.15470680594444275,Crotophaga major,greani1
H22_20230421_132000.ogg,54.0,57.0,0.8983601927757263,Crotophaga major,greani1
H22_20230421_132000.ogg,57.0,60.0,0.5471670627593994,Crotophaga major,greani1
H07_20230501_140000.ogg,39.0,42.0,0.22033415734767914,Trogon chionurus,whttro1
H07_20230501_140000.ogg,54.0,57.0,0.10268905013799667,Trogon chionurus,whttro1
H17_20230511_015000.ogg,0.0,3.0,0.18002203106880188,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,3.0,6.0,0.15429070591926575,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,6.0,9.0,0.23154856264591217,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,12.0,15.0,0.13153649866580963,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,15.0,18.0,0.17693129181861877,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,18.0,21.0,0.19741332530975342,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,24.0,27.0,0.17985957860946655,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,27.0,30.0,0.10309182107448578,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,30.0,33.0,0.10286002606153488,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,33.0,36.0,0.24646158516407013,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,36.0,39.0,0.17581358551979065,Pulsatrix perspicillata,speowl1
H17_20230511_015000.ogg,48.0,51.0,0.1655202955007553,Pulsatrix perspicillata,speowl1
H79_20230504_104500.ogg,6.0,9.0,0.10607878118753433,Brotogeris jugularis,orcpar
H79_20230504_104500.ogg,30.0,33.0,0.45685574412345886,Sporophila funerea,tbsfin1
H79_20230504_104500.ogg,30.0,33.0,0.20247086882591248,Sporophila minuta,rubsee1
H79_20230504_104500.ogg,33.0,36.0,0.9153205752372742,Sporophila funerea,tbsfin1
H79_20230504_104500.ogg,33.0,36.0,0.22058644890785217,Sporophila minuta,rubsee1
H79_20230504_104500.ogg,36.0,39.0,0.17664450407028198,Sporophila funerea,tbsfin1
H79_20230504_104500.ogg,54.0,57.0,0.28781312704086304,Brotogeris jugularis,orcpar
H19_20230502_141000.ogg,42.0,45.0,0.21325509250164032,Manacus manacus,whbman1
H19_20230502_141000.ogg,57.0,60.0,0.3677731454372406,Manacus manacus,whbman1
H92_20230503_105000.ogg,36.0,39.0,0.11765178292989731,Manacus manacus,whbman1
H92_20230503_105000.ogg,57.0,60.0,0.18771962821483612,Manacus manacus,whbman1
H63_20230513_034000.ogg,0.0,3.0,0.10862163454294205,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,3.0,6.0,0.11585131287574768,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,6.0,9.0,0.15631252527236938,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,9.0,12.0,0.17045541107654572,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,12.0,15.0,0.1533360481262207,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,15.0,18.0,0.10959528386592865,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,21.0,24.0,0.1527579426765442,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,27.0,30.0,0.260161429643631,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,33.0,36.0,0.17821331322193146,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,36.0,39.0,0.12000301480293274,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,45.0,48.0,0.17939449846744537,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,51.0,54.0,0.13014401495456696,Pulsatrix perspicillata,speowl1
H63_20230513_034000.ogg,57.0,60.0,0.1371779888868332,Pulsatrix perspicillata,speowl1
H99_20230519_103000.ogg,42.0,45.0,0.12072455137968063,Brotogeris jugularis,orcpar
H84_20230422_113000.ogg,15.0,18.0,0.8315648436546326,Xiphorhynchus susurrans,cocwoo1
H84_20230422_113000.ogg,33.0,36.0,0.12463995814323425,Baryphthengus martii,rufmot1
O201_20230502_001500.ogg,15.0,18.0,0.11322411149740219,Megascops choliba,trsowl
H79_20230507_091500.ogg,6.0,9.0,0.26105064153671265,Patagioenas cayennensis,pavpig2
H79_20230507_091500.ogg,9.0,12.0,0.589203953742981,Patagioenas cayennensis,pavpig2
H79_20230507_091500.ogg,12.0,15.0,0.20721027255058289,Patagioenas cayennensis,pavpig2
H79_20230507_091500.ogg,27.0,30.0,0.12479493767023087,Chauna chavaria,norscr1
H79_20230507_091500.ogg,33.0,36.0,0.12459450215101242,Patagioenas cayennensis,pavpig2
H79_20230507_091500.ogg,36.0,39.0,0.24183695018291473,Patagioenas cayennensis,pavpig2
H79_20230507_091500.ogg,42.0,45.0,0.7367146015167236,Columbina talpacoti,rugdov
H27_20230515_111500.ogg,9.0,12.0,0.3060010075569153,Tyrannus melancholicus,trokin
H21_20230428_000500.ogg,0.0,3.0,0.13119344413280487,Nyctibius griseus,compot1
H21_20230428_000500.ogg,3.0,6.0,0.17216640710830688,Megascops choliba,trsowl
H21_20230428_000500.ogg,3.0,6.0,0.10784635692834854,Nyctidromus albicollis,compau
H21_20230428_000500.ogg,6.0,9.0,0.10273582488298416,Megascops choliba,trsowl
H21_20230428_000500.ogg,9.0,12.0,0.10093405842781067,Megascops choliba,trsowl
H21_20230428_000500.ogg,15.0,18.0,0.12038048356771469,Nyctibius griseus,compot1
H21_20230428_000500.ogg,42.0,45.0,0.16529908776283264,Nyctibius griseus,compot1
H21_20230428_000500.ogg,42.0,45.0,0.14374957978725433,Megascops choliba,trsowl
H21_20230428_000500.ogg,48.0,51.0,0.10356810688972473,Nyctibius griseus,compot1
H21_20230428_000500.ogg,54.0,57.0,0.10532786697149277,Nyctibius griseus,compot1
H30_20230504_164500.ogg,0.0,3.0,0.3387513756752014,Leptotila verreauxi,whtdov
H30_20230504_164500.ogg,6.0,9.0,0.1482447385787964,Leptotila verreauxi,whtdov
H30_20230504_164500.ogg,18.0,21.0,0.5775061249732971,Leptotila verreauxi,whtdov
H30_20230504_164500.ogg,27.0,30.0,0.5880924463272095,Leptotila verreauxi,whtdov
H30_20230504_164500.ogg,39.0,42.0,0.5338584780693054,Leptotila verreauxi,whtdov
H30_20230504_164500.ogg,51.0,54.0,0.256683349609375,Brotogeris jugularis,orcpar
H30_20230504_164500.ogg,57.0,60.0,0.5112110376358032,Leptotila verreauxi,whtdov
H71_20230506_114000.ogg,24.0,27.0,0.32145264744758606,Crotophaga major,greani1
H71_20230506_114000.ogg,24.0,27.0,0.15164795517921448,Ardea cocoi,cocher1
H73_20230518_064500.ogg,0.0,3.0,0.34550389647483826,Tinamus major,gretin1
H73_20230518_064500.ogg,3.0,6.0,0.14704689383506775,Tinamus major,gretin1
H73_20230518_064500.ogg,15.0,18.0,0.6464203000068665,Tinamus major,gretin1
H73_20230518_064500.ogg,36.0,39.0,0.5382861495018005,Tinamus major,gretin1
H73_20230518_064500.ogg,39.0,42.0,0.11988326162099838,Tinamus major,gretin1
H8920_20230521_012000.ogg,0.0,3.0,0.11215755343437195,Pulsatrix perspicillata,speowl1
H8920_20230521_012000.ogg,15.0,18.0,0.10663110017776489,Pulsatrix perspicillata,speowl1
H8920_20230521_012000.ogg,24.0,27.0,0.14216351509094238,Pulsatrix perspicillata,speowl1
H8920_20230521_012000.ogg,27.0,30.0,0.10470118373632431,Pulsatrix perspicillata,speowl1
H8920_20230521_012000.ogg,42.0,45.0,0.10898905992507935,Pulsatrix perspicillata,speowl1
H8920_20230521_012000.ogg,45.0,48.0,0.11590424925088882,Pulsatrix perspicillata,speowl1
H83_20230516_143500.ogg,9.0,12.0,0.1085202693939209,Leptotila verreauxi,whtdov
H83_20230516_143500.ogg,57.0,60.0,0.11626653373241425,Leptotila verreauxi,whtdov
H65_20230516_073500.ogg,0.0,3.0,0.9850094318389893,Columbina talpacoti,rugdov
H65_20230516_073500.ogg,3.0,6.0,0.9698800444602966,Columbina talpacoti,rugdov
H65_20230516_073500.ogg,6.0,9.0,0.7866640090942383,Columbina talpacoti,rugdov
